Taxon	UniProt proteome ID	NCBI taxon ID	Total sequences in proteome
Methylophaga aminisulfidivorans MP	UP000003544	1026882	3174
Subdoligranulum sp. APC924/74	UP000253465	2086273	3080
Spirosoma montaniterrae	UP000187941	1178516	4811
Aminipila butyrica	UP000466848	433296	3009
Clostridium sp. CT7	UP000230839	2052574	4078
Mycobacteroides franklinii	UP000295165	948102	4855
Brachybacterium sp. Z12	UP000515984	2759167	2083
Zobellia galactanivorans	UP000008898	63186	4708
Mycobacterium kansasii	UP000516380	1768	8047
Alloscardovia macacae	UP000243657	1160091	1550
Altererythrobacter epoxidivorans	UP000057938	361183	2773
Streptomyces alboniger	UP000326553	132473	6612
Pseudomaricurvus sp. HS19	UP000467441	2692626	3478
Sebaldella termitidis ATCC 33386	UP000000845	526218	4124
Marinobacterium lutimaris	UP000236745	568106	5061
Arcticibacter pallidicorallinus	UP000238034	1259464	3484
Rhodococcus pyridinivorans SB3094	UP000018781	1435356	4825
Hydrogenoanaerobacterium saccharovorans	UP000199158	474960	2929
Halomonas sp. TQ8S	UP000253204	2282306	4010
Oceanococcus atlanticus	UP000192342	1317117	3284
Roseibium sp. RKSG952	UP000471755	2529384	9448
Aquimarina amphilecti	UP000198521	1038014	4646
Vibrio genomosp. F6 str. FF-238	UP000094165	1191298	3650
Pseudomonas alcaligenes NBRC 14159	UP000016560	1215092	4528
Sporomusaceae bacterium	UP000287175	1917525	3818
Eubacterium sp. CAG:180	UP000018411	1262882	1742
Ferrimonas balearica DSM 9799	UP000006683	550540	3781
Kineococcus xinjiangensis	UP000239485	512762	4147
Chitinimonas sp. BJB300	UP000225101	1559339	4049
Paracoccus siganidrum	UP000283587	1276757	4665
Elstera cyanobacteriorum	UP000216361	2022747	3712
Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)'	UP000001847	456481	3723
Winogradskyella sp. KYW1333	UP000253188	2282123	2480
Leptospirillum sp. Group IV 'UBA BS'	UP000017751	1260983	1878
Heliobacterium mobile	UP000430670	28064	3745
Bacteroides heparinolyticus	UP000279562	28113	2705
Candidatus Sulfobium mesophilum	UP000245125	2016548	2739
Azomonas macrocytogenes	UP000549250	69962	3862
Flavobacterium lacus	UP000249518	1353778	3053
Clostridium sp. CAG:510	UP000018120	1262816	2541
Microbacterium sp. Root53	UP000051407	1736553	2609
Denitrobaculum tricleocarpae	UP000315252	2591009	5784
Sphingomonas piscis	UP000503222	2714943	2594
Paracoccus aestuariivivens	UP000478183	1820333	4256
Brochothrix thermosphacta	UP000243591	2756	2406
Bifidobacterium stellenboschense	UP000029004	762211	2202
Variovorax sp. MHTC-1	UP000276058	2495593	5481
Bacteroides intestinalis CAG:564	UP000018157	1263049	2827
Erythrobacter sp. QSSC1-22B	UP000092728	1860125	3036
Roseburia intestinalis CAG:13	UP000018030	1263104	2856
Corynebacterium sp. ATCC 6931	UP000029247	1487956	2105
Bacteroides sp. OM08-11	UP000262405	2292284	3094
Bacillus sp. FJAT-25509	UP000050831	1712029	4458
Pseudochrobactrum asaccharolyticum	UP000252893	354351	4256
Candidatus Pseudothioglobus singularis PS1	UP000068905	1125411	1681
Coprobacillus sp. CAG:235	UP000018196	1262854	2339
Actinophytocola algeriensis	UP000520767	1768010	9136
Candidatus Thioglobus autotrophicus	UP000058020	1705394	1488
Lachnospiraceae bacterium NE2001	UP000199680	1520823	3028
Caedimonas varicaedens	UP000036771	1629334	1663
Mycoplasma mobile 163K	UP000009072	267748	628
Asticcacaulis excentricus CB 48	UP000001492	573065	3743
Thermodesulfitimonas autotrophica	UP000282654	1894989	2146
Phaeodactylibacter xiamenensis	UP000029736	1524460	5064
Duganella sp. GN2-R2	UP000502415	2728020	5126
Pseudooceanicola marinus	UP000193963	396013	4205
Streptomyces sp. NRRL S-1521	UP000053420	1609100	6869
Gracilibacillus boraciitolerans JCM 21714	UP000019102	1298598	4450
Aestuariivirga litoralis	UP000248795	2650924	3996
Comamonas serinivorans	UP000196138	1082851	3699
Pirellula sp. SH-Sr6A	UP000076398	1632865	5207
Candidatus Symbiobacter mobilis CR	UP000017184	946483	2609
Corynebacterium pyruviciproducens ATCC BAA-1742	UP000014408	1125779	2443
Gemmiger sp. An194	UP000196090	1965582	2772
Draconibacterium orientale	UP000023772	1168034	3940
Cellulomonas flavigena DSM 20109	UP000000849	446466	3673
bacterium HR26	UP000236362	2035421	2404
Cycloclasticus sp. P1	UP000006282	385025	2247
Halomonas aestuarii	UP000181985	1897729	3147
Bdellovibrio bacteriovorus HD100	UP000008080	264462	3583
Mucilaginibacter frigoritolerans	UP000317010	652788	4865
Pseudonocardia bannensis	UP000586918	630973	5704
Anaeromyxobacter sp. Fw109-5	UP000006382	404589	4461
Marinobacterium stanieri	UP000186895	49186	4329
Collinsella sp. AK_207A	UP000400317	2650472	1796
Frankia canadensis	UP000234331	1836972	7042
[Actinobacillus] rossii	UP000254649	123820	2555
Peptoniphilus harei ACS-146-V-Sch2b	UP000003705	908338	1724
Pseudomonas sp. StFLB209	UP000031652	1028989	5594
Cochleicola gelatinilyticus	UP000077013	1763537	2962
Bacillus weihaiensis	UP000181936	1547283	3944
Myroides pelagicus	UP000488936	270914	2808
Streptomyces sp. SolWspMP-5a-2	UP000199131	1838281	7895
Siphonobacter sp. BAB-5385	UP000215802	1864822	5095
Myroides profundi	UP000031842	480520	3534
Alkalicaulis satelles	UP000325122	2609175	2694
Acidovorax sp. HDW3	UP000501978	2714923	2817
Pleomorphomonas diazotrophica	UP000233491	1166257	4175
Alkaliphilus oremlandii OhILAs	UP000000269	350688	2828
Edwardsiella ictaluri 93-146	UP000001485	634503	3686
Sandaracinobacter sp. M6	UP000515292	2759707	3297
Arthrobacter ulcerisalmonis	UP000280861	2483813	3300
Streptosporangium roseum DSM 43021	UP000002029	479432	8955
Companilactobacillus tucceti DSM 20183	UP000050929	1423811	2050
Pseudoxanthomonas indica	UP000190341	428993	3555
Firmicutes bacterium CAG:646	UP000018386	1262995	2671
Pseudomonas yangmingensis	UP000243629	1720063	2926
Hyphomonas neptunium ATCC 15444	UP000001959	228405	3499
Jannaschia seosinensis	UP000049455	313367	3710
Streptomyces glauciniger	UP000198280	235986	8673
Mycolicibacterium chitae	UP000282551	1792	5110
Cephaloticoccus capnophilus	UP000071392	1548208	1549
Rhodobacteraceae bacterium THAF1	UP000275054	2483814	3313
Rhizobium sp. P32RR-XVIII	UP000547048	2726738	6654
Aquimarina intermedia	UP000324376	350814	3132
Chlorobaculum tepidum TLS	UP000001007	194439	2250
Anaerocolumna cellulosilytica	UP000515561	433286	4494
Blautia wexlerae	UP000095431	418240	3715
Pacificitalea manganoxidans	UP000219050	1411902	3510
Chitinophaga sp. MD30	UP000217148	2033437	5689
Streptomyces sp. RB5	UP000466345	2585196	7039
Pseudoruegeria sp. SK021	UP000194129	1933035	3609
Senegalia massiliensis	UP000467132	1720316	3168
Frankia sp. EUN1f	UP000004777	102897	8160
Enterobacteriaceae bacterium ENNIH1	UP000236230	2066051	5131
Amycolatopsis saalfeldensis	UP000198582	394193	9167
Streptomyces adustus	UP000325849	1609272	8617
Microlunatus sp. KUDC0627	UP000319263	2596828	4484
Sutterella sp. AM11-39	UP000284958	2292075	1912
Sphingomicrobium lutaoense	UP000578569	515949	2074
Reinekea blandensis MED297	UP000005953	314283	4236
Weizmannia ginsengihum	UP000030588	363870	2914
Agrococcus casei LMG 22410	UP000195787	1255656	2698
Allonocardiopsis opalescens	UP000237846	1144618	6300
Luteimonas aestuarii	UP000294796	453837	3335
Sphingomonas sp. BK235	UP000294748	2512131	4418
Desulfovibrio vulgaris str. Hildenborough	UP000002194	882	3518
Nocardia transvalensis	UP000540412	37333	7827
Muricauda sp. MT-229	UP000319204	2597517	3527
Klebsiella quasipneumoniae subsp. similipneumoniae	UP000367200	1463164	5434
Kinneretia sp. DAIF2	UP000594526	2714952	5383
Rugosibacter aromaticivorans	UP000061603	1565605	2443
Prevotella maculosa OT 289	UP000003167	999422	2568
Prochlorococcus marinus str. NATL2A	UP000002535	59920	2142
Methylophaga muralis	UP000094379	291169	2793
Staphylococcus massiliensis S46	UP000009885	1229783	2323
Spiroplasma poulsonii	UP000031565	2138	2003
Bernardetia litoralis DSM 6794	UP000006054	880071	3832
Methylobacillus flagellatus KT	UP000002440	265072	2609
Edwardsiella tarda	UP000219788	636	3558
Corynebacterium yudongzhengii	UP000244989	2080740	2133
Desulfofundulus salinum	UP000271256	2419843	2755
Inhella inkyongensis	UP000554837	392593	3775
Opitutaceae bacterium TAV4	UP000078325	278959	4229
Bordetella genomosp. 9	UP000194139	1416803	4089
Larkinella arboricola	UP000248790	643671	5660
Labedella gwakjiensis	UP000241203	390269	3577
Clostridium sp. CAG:451	UP000017947	1262809	1322
Microbacterium oryzae	UP000422989	743009	2715
Paenibacillus sp. UNC496MF	UP000198714	1502753	6505
Blautia sp. An249	UP000195974	1965603	3735
Amycolatopsis mediterranei S699	UP000006138	713604	9551
Mycobacterium decipiens	UP000193247	1430326	4492
Lihuaxuella thermophila	UP000199695	1173111	3710
Shewanella sediminis HAW-EB3	UP000002015	425104	4493
Gemmatimonas sp.	UP000470823	1962908	4470
Shewanella loihica PV-4	UP000001558	323850	3855
Ilumatobacter coccineus YM16-304	UP000011863	1313172	4290
Knoellia sp. DB2414S	UP000588586	2730921	3953
Cupriavidus necator H16	UP000008210	381666	6614
Paenisporosarcina sp. K2R23-3	UP000265725	2320858	2474
Treponema berlinense	UP000190395	225004	2163
Dehalogenimonas formicexedens	UP000185934	1839801	2117
Pukyongia salina	UP000238442	2094025	2826
Paenibacillus antarcticus	UP000077355	253703	4663
Algoriella xinjiangensis	UP000199149	684065	3034
Vibrio furnissii	UP000051221	29494	4417
bacteria symbiont BFo2 of Frankliniella occidentalis	UP000036794	1628856	2909
Cohnella zeiphila	UP000564644	2761120	6811
Chloroflexus aurantiacus J-10-fl	UP000002008	324602	3850
Streptomyces spongiicola	UP000245051	1690221	5628
Corynebacterium flavescens	UP000185479	28028	2152
Microbacterium thalassium	UP000537775	362649	3395
Agromyces ramosus	UP000293289	33879	3588
Desulfobacteraceae bacterium SEEP-SAG10	UP000242542	2100160	614
Panacagrimonas perspica	UP000295341	381431	4772
Haemophilus paracuniculus	UP000190867	734	1927
Prevotella sp. CAG:592	UP000018343	1262931	2159
Pusillimonas sp. T2	UP000216496	1548123	3054
Halothiobacillus sp. XI15	UP000053033	1766620	2012
Selenomonas noxia ATCC 43541	UP000003701	585503	2020
Legionella adelaidensis	UP000054859	45056	2194
Streptomyces spinoverrucosus	UP000317881	284043	8452
Clostridium intestinale URNW	UP000016721	1294142	4340
Jeongeupia sp. USM3	UP000176825	1906741	3426
Rhizobium deserti	UP000295238	2547961	4410
Aeromicrobium chenweiae	UP000244384	2079793	3511
Rhizobium sp. Leaf371	UP000052161	1736355	4411
bacterium SCGC AG-212-C10	UP000077995	1799370	2196
Vibrio maritimus	UP000029224	990268	6793
Streptococcus intermedius B196	UP000016233	862967	1812
Rhodoluna lacicola	UP000067708	529884	1364
Paenibacillus sp. NFR01	UP000198735	1566279	4792
SAR202 cluster bacterium AC-409-J13_OGT_754m	UP000327238	2587834	976
Brevibacterium sp. CS2	UP000298752	2575923	2708
Thiorhodovibrio sp. 970	UP000002964	631362	4691
Desulfurobacterium indicum	UP000187408	1914305	1617
Bifidobacterium choerinum	UP000028995	35760	1672
Abyssicoccus albus	UP000277108	1817405	1737
Acidipropionibacterium acidipropionici ATCC 4875	UP000000214	1171373	3316
Sulfurospirillum deleyianum DSM 6946	UP000002222	525898	2243
Alistipes dispar	UP000319374	2585119	2408
Clostridium perfringens str. 13	UP000000818	195102	2721
Paenibacillus hemerocallicola	UP000307943	1172614	7848
Sphingobium czechense LL01	UP000052232	1420583	4505
Thermogutta terrifontis	UP000215086	1331910	4494
Gottschalkia acidurici 9a	UP000006094	1128398	2839
Pseudohalioglobus lutimaris	UP000235005	1737061	4080
Croceibacterium xixiisoli	UP000469430	1476466	3571
Candidatus Synechococcus spongiarum	UP000182631	431041	1661
Enterococcus aquimarinus	UP000182149	328396	2342
Cognatiyoonia koreensis	UP000199167	364200	3582
Actibacterium mucosum KCTC 23349	UP000026249	1454373	3616
Acetoanaerobium sticklandii DSM 519	UP000007041	499177	2572
Geoalkalibacter subterraneus	UP000035036	483547	2987
Acetobacter sp. DmW_043	UP000196359	1670658	2062
Sporanaerobacter acetigenes DSM 13106	UP000184389	1123281	2836
Sorangium cellulosum So ce56	UP000002139	448385	9320
Niallia endozanthoxylicus	UP000326671	2036016	5193
Paenibacillus donghaensis	UP000249890	414771	7234
Mycoplasma conjunctivae HRC/581	UP000001491	572263	695
Clostridium sp. CAG:632	UP000018242	1262830	2230
Cupriavidus sp. HPC(L)	UP000053474	1217418	4779
Culicoidibacter larvae	UP000306912	2579976	2363
Lentisphaera araneosa HTCC2155	UP000004947	313628	4982
Flavobacteriaceae bacterium MAR_2010_72	UP000265779	1250029	2943
Brevundimonas sp. Root1423	UP000051815	1736462	5246
Terracoccus luteus	UP000278440	53356	3555
Lactovum miscens	UP000562464	190387	1672
Croceivirga radicis	UP000191680	1929488	3064
Corynebacterium epidermidicanis	UP000035368	1050174	2448
Streptosporangium subroseum	UP000198282	106412	9643
Phenylobacterium soli	UP000249254	2170551	3905
Mycobacterium dioxanotrophicus	UP000195331	482462	7309
Ornithinimicrobium humiphilum	UP000315133	125288	3155
Serratia symbiotica str. Tucson	UP000013568	914128	2098
Muribaculum intestinale	UP000186351	1796646	2553
Streptomyces sp. SID5789	UP000451726	2690310	8029
Myxococcales bacterium	UP000291769	2026763	7151
Olsenella sp. An188	UP000196278	1965579	1814
Sphingomonas sp. SKA58	UP000005395	314266	3892
Desulfobulbus oralis	UP000239867	1986146	2278
Pseudonocardia sp. CNS-139	UP000185593	1904968	4969
gamma proteobacterium BDW918	UP000003473	1168065	3794
Duncaniella freteri	UP000297635	2530391	2847
Cloacibacillus evryensis DSM 19522	UP000023044	866499	1082
Candidatus Pandoraea novymonadis	UP000242660	1808959	967
Paenibacillus sp. CAA11	UP000244407	1532905	4316
Erysipelatoclostridium sp. AM42-17	UP000284957	2293102	2067
Candidatus Gracilibacteria bacterium GN02-873	UP000249820	1914866	908
Kribbella sp. VKM Ac-2575	UP000295151	2512212	7379
Sphingomonas sanxanigenens DSM 19645 = NX02	UP000018851	1123269	6101
Gluconobacter oxydans 621H	UP000006375	290633	2626
Pelistega europaea	UP000541421	106147	2033
Rhizobium sp. AC44/96	UP000093137	1841654	5685
Silvanigrella aquatica	UP000184731	1915309	2865
Helicobacter muridarum	UP000255139	216	1960
Bdellovibrio sp. NC01	UP000316460	2220073	3773
Planifilum fulgidum	UP000198661	201973	3217
Geothermobacter ehrlichii	UP000324159	213224	2981
Candidatus Paraburkholderia sp. 4M-K11	UP000295722	2528715	7801
Cardiobacterium hominis ATCC 15826	UP000004870	638300	2580
Tatlockia micdadei	UP000032414	451	2989
Candidatus Synechococcus spongiarum LMB bulk10E	UP000243251	1449122	427
Dialister sp. CAG:357	UP000018365	1262869	1809
Desulfosarcina ovata subsp. ovata	UP000422108	2752305	6391
Bacillus dafuensis	UP000321555	1742359	4401
Mycolicibacterium madagascariense	UP000466517	212765	5669
Streptomyces aurantiacus JA 4570	UP000014629	1286094	7750
Corynebacterium provencense	UP000247696	1737425	2661
Wenzhouxiangella sp. AB-CW3	UP000554683	2771012	3213
Diaminobutyricibacter tongyongensis	UP000474967	1268043	3799
Lampropedia puyangensis	UP000308917	1330072	3366
Peptoclostridium litorale DSM 5388	UP000027946	1121324	2948
Chryseobacterium salivictor	UP000294419	2547600	2837
Microbacterium sp. TS-1	UP000018080	1344956	3155
Bifidobacterium angulatum DSM 20098 = JCM 7096	UP000006408	518635	1724
Candidatus Endomicrobium trichonymphae	UP000095237	1408204	2732
Chitinophaga niabensis	UP000185003	536979	5774
Paludibacter jiangxiensis	UP000076586	681398	2945
Mycoplasma equirhinis	UP000318165	92402	613
Caryophanon tenue	UP000093199	33978	3090
Flavilitoribacter nigricans DSM 23189 = NBRC 102662	UP000223913	1122177	8179
Dichelobacter nodosus VCS1703A	UP000000248	246195	1273
Photorhabdus laumondii subsp. laumondii TTO1	UP000002514	243265	4556
Pedobacter sp. Leaf216	UP000051744	1735684	4730
Siphonobacter aquaeclarae	UP000198901	563176	4964
Salipiger bermudensis HTCC2601	UP000006230	314265	5420
Conyzicola lurida	UP000536685	1172621	3527
Caulobacter sp. Root1455	UP000051447	1736465	4531
Marinobacter santoriniensis NKSG1	UP000011960	1288826	3692
Adhaeribacter aerolatus	UP000321532	670289	5168
Nitratireductor sp. SY7	UP000321389	2599600	4636
Petrimonas mucosa	UP000178485	1642646	2896
Planococcus massiliensis	UP000043699	1499687	3353
Campylobacter portucalensis	UP000476338	2608384	1625
Candidatus Nanopelagicus abundans	UP000217210	1884916	1145
Ideonella sakaiensis	UP000037660	1547922	5527
Candidatus Planktophila limnetica	UP000217221	573600	1326
Paludibacterium purpuratum	UP000295611	1144873	3774
Saccharibacter sp. EH611	UP000431119	2689391	2101
Egibacter rhizosphaerae	UP000291469	1670831	4050
Paenibacillus xerothermodurans	UP000214746	1977292	3922
Halopolyspora algeriensis	UP000253495	1500506	4304
Nitrosovibrio sp. Nv17	UP000183249	1855339	2594
Nocardioides antri	UP000324351	2607659	4050
Planktothrix tepida PCC 9214	UP000184315	671072	5889
Corynebacterium sp. HMSC04H06	UP000177657	1581050	2014
Terriglobus roseus DSM 18391	UP000006056	926566	3936
Legionella waltersii	UP000054729	66969	3346
Sphingomonas sp. HMF7854	UP000274661	2315330	3013
Nocardiopsis flavescens	UP000184452	758803	6204
Succinatimonas sp. CAG:777	UP000018241	1262974	1970
Rhizobium giardinii	UP000585507	56731	6388
Methylocapsa palsarum	UP000198755	1612308	3816
Bordetella pertussis Tohama I	UP000002676	257313	3258
Micromonospora sediminimaris	UP000199605	547162	5813
Butyrivibrio sp. M55	UP000199511	1855323	3341
Thalassocella blandensis	UP000380825	2584524	4758
Micromonospora sp. MW-13	UP000258607	2094022	6184
Corynebacterium ureicelerivorans	UP000028939	401472	1837
Legionella spiritensis	UP000054877	452	2908
Mesonia sp. K7	UP000249791	2218606	2375
Dissulfurirhabdus thermomarina	UP000469346	1765737	2522
Legionella drancourtii LLAP12	UP000002770	658187	3959
Atlantibacter hermannii NBRC 105704	UP000010297	1115512	4159
Brevilactibacter flavus	UP000290624	2072026	2639
Arthrobacter mobilis	UP000544090	2724944	4024
Psychrobacter arcticus 273-4	UP000000546	259536	2099
Dankookia rubra	UP000295096	1442381	7087
Chelatococcus sp. CO-6	UP000065824	1702325	4557
bacterium 1XD21-70	UP000280950	2320103	3860
Eubacterium sp. CAG:38	UP000017954	1262889	2436
Hyunsoonleella pacifica	UP000292372	1080224	3449
Cryobacterium roopkundense	UP000029864	1001240	3249
Aliterella atlantica CENA595	UP000032452	1618023	4366
Caloramator quimbayensis	UP000190105	1147123	2996
Mycolicibacterium tusciae	UP000192411	75922	5839
Roseobacter sp. AzwK-3b	UP000004119	351016	4072
Streptomyces sp. GS7	UP000464558	2692234	7398
[Clostridium] leptum	UP000284751	1535	2354
Mucilaginibacter gotjawali	UP000218263	1550579	4446
Niveispirillum lacus	UP000216998	1981099	4265
Paenibacillus sp. Leaf72	UP000051722	1736234	6399
Corynebacterium tuscaniense	UP000235836	302449	2053
Kocuria coralli	UP000325957	1461025	2933
Vibrio sp. N418	UP000003627	701176	4028
Owenweeksia hongkongensis DSM 17368	UP000005631	926562	3471
Clostridiaceae bacterium 14S0207	UP000250207	2082193	2714
Mesorhizobium amorphae CCNWGS0123	UP000002949	1082933	7083
Geodermatophilus sp. DF01_2	UP000297607	2559610	4069
Roseburia sp. CAG:18	UP000018230	1262941	2378
Chloroherpeton thalassium ATCC 35110	UP000001208	517418	2708
Cytobacillus kochii	UP000215137	859143	4424
Flavobacterium gillisiae	UP000198951	150146	3815
Burkholderiales bacterium LSUCC0115	UP000484162	1778438	1762
Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	UP000001917	521098	3059
Filobacillus milosensis	UP000297975	94137	3330
Amycolatopsis acidicola	UP000319769	2596893	8848
Thermosipho africanus TCF52B	UP000002453	484019	1918
methanotrophic endosymbiont of Bathymodiolus puteoserpentis (Logatchev)	UP000476210	343235	3063
Mycoplasma wenyonii	UP000249762	65123	629
Sulfitobacter sp. HI0023	UP000077323	1822225	3900
Fictibacillus aquaticus	UP000215059	2021314	3939
Lysinibacillus antri	UP000287910	2498145	3826
Marivita geojedonensis	UP000193926	1123756	3878
Variovorax sp.	UP000315748	1871043	4285
Acinetobacter indicus CIP 110367	UP000018415	1341679	2967
Cryobacterium mesophilum	UP000298488	433647	2302
Luteimonas sp. MC1825	UP000534662	2761107	2634
Dysgonamonadaceae bacterium	UP000234415	2065189	2317
Actinopolymorpha singaporensis	UP000198983	117157	5596
Syntrophomonas wolfei subsp. wolfei str. Goettingen G311	UP000001968	335541	2473
Janthinobacterium sp. KBS0711	UP000034315	1649647	5384
Mycobacterium sp. ACS1612	UP000092025	1834117	6361
Mycolicibacterium hassiacum DSM 44199	UP000006265	1122247	4959
Adlercreutzia caecimuris B7	UP000014204	1235794	2435
Anaplasma marginale str. Florida	UP000007307	320483	939
Litchfieldia salsus	UP000199159	930152	4559
Bordetella sp. N	UP000064621	1746199	5821
Gluconobacter morbifer G707	UP000004949	1088869	2846
Glycomyces sambucus	UP000198662	380244	5037
Chitinophagaceae bacterium	UP000293149	1869212	3060
Roseivirga pacifica	UP000199437	1267423	4016
Listeria floridensis FSL S10-1187	UP000019249	1265817	2904
Pseudaminobacter arsenicus	UP000281647	1851146	4868
Rhodobacteraceae bacterium R_SAG7	UP000569290	2719009	1290
Roseomonas rosea	UP000184387	198092	5011
Legionella worsleiensis	UP000054662	45076	2614
Pandoraea terrae	UP000414233	1537710	5574
Nostoc carneum NIES-2107	UP000217463	1973483	7299
Massilia polaris	UP000583752	2728846	4081
[Eubacterium] eligens ATCC 27750	UP000001476	515620	2761
Gordonia aichiensis NBRC 108223	UP000010988	1220583	4613
Bradyrhizobium sp. STM 3843	UP000002686	551947	8201
Prevotella sp. CAG:1092	UP000017987	1262919	2513
Anaerobacillus alkalilacustris	UP000179524	393763	3502
Apibacter mensalis	UP000182761	1586267	2083
Corynebacterium imitans	UP000028780	156978	2011
Roseivivax isoporae LMG 25204	UP000023430	1449351	4626
Geobacter sp. OR-1	UP000030972	1266765	4153
Beutenbergia cavernae DSM 12333	UP000007962	471853	4195
Melissococcus plutonius ATCC 35311	UP000008456	940190	1876
Paracoccus alcaliphilus	UP000199054	34002	4561
Actinokineospora alba	UP000199651	504798	6583
Clostridium sp. CAG:628	UP000018081	1262829	1091
Pseudomonas ogarae	UP000005437	1114970	5837
Mycobacterium ulcerans str. Harvey	UP000020681	1299332	9033
Geobacter argillaceus	UP000319449	345631	3944
Streptococcus suis 05ZYH33	UP000000243	391295	2178
Sphingomonas ginsenosidivorax	UP000321250	862135	3625
Oceanisphaera psychrotolerans	UP000243073	1414654	3066
bacterium HR27	UP000236295	2035422	2050
Methyloversatilis sp. RAC08	UP000094168	1842540	3549
Ancylomarina euxinus	UP000285794	2283627	3457
Rhodobacterales bacterium HTCC2255	UP000009381	367336	2236
Comamonas testosteroni CNB-2	UP000002360	688245	4780
Singulisphaera acidiphila DSM 18658	UP000010798	886293	7126
Entomoplasma somnilux	UP000232230	215578	725
Mycoplasma alkalescens 14918	UP000013137	1188234	601
Micromonospora siamensis	UP000198210	299152	5581
Mobilicoccus pelagius NBRC 104925	UP000004367	1089455	3112
Natribacillus halophilus	UP000198853	549003	3434
Rhizobacter sp. Root29	UP000051195	1736511	5611
Arthrobacter crystallopoietes	UP000181917	37928	4622
Paracoccus sp. DMF	UP000297357	400837	3948
Drancourtella sp. An177	UP000196330	1965573	2789
Prevotella sp. OH937_COT-195	UP000267043	2491051	2205
Flavobacteriaceae bacterium Ap0902	UP000435338	2684397	2350
Arthrobacter sp. U41	UP000095776	1849032	4060
Dethiosulfovibrio peptidovorans DSM 11002	UP000006427	469381	2432
Hespellia stercorisuis DSM 15480	UP000184301	1121950	4054
Rhodobacteraceae bacterium HTCC2083	UP000005746	314270	4108
[Eubacterium] rectale ATCC 33656	UP000001477	515619	3545
Flavobacterium hibernum	UP000032061	37752	4288
Sedimentitalea nanhaiensis	UP000182466	999627	4762
Pseudopedobacter saltans DSM 12145	UP000000310	762903	3780
Bifidobacterium simiarum	UP000231451	2045441	2025
Paracoccus limosus	UP000442533	913252	3686
Ectothiorhodospira haloalkaliphila	UP000019442	421628	2964
Desulfitobacterium metallireducens DSM 15288	UP000010847	871968	3029
Halomonas axialensis	UP000315884	115555	5488
Pseudoclavibacter chungangensis	UP000467240	587635	3320
Alteromonas sp. KUL49	UP000293649	2480798	3846
Hymenobacter sp. APR13	UP000028590	1356852	4229
Streptomyces xiamenensis	UP000034034	408015	5490
Vibrio ishigakensis	UP000031671	1481914	5867
Acetitomaculum ruminis DSM 5522	UP000198838	1120918	2632
Gallionella capsiferriformans ES-2	UP000001235	395494	2853
Hyphomicrobium facile	UP000199423	51670	4102
Aquimarina brevivitae	UP000292262	323412	3416
Pseudomonas sp. BG5	UP000535464	2722817	9976
Sphingomonas daechungensis	UP000516134	1176646	2390
Streptomyces sp. NA02950	UP000509142	2742137	7825
Bifidobacterium saguini DSM 23967	UP000029066	1437607	2321
Candidatus Phytoplasma australiense	UP000008323	59748	633
Fictibacillus enclensis	UP000054099	1017270	4409
Microbulbifer thermotolerans	UP000076077	252514	3126
Saliterribacillus persicus	UP000252585	930114	3585
Paenibacillus albiflavus	UP000295418	2545760	4798
Thiorhodococcus minor	UP000483379	57489	5194
Thermobacillus composti KWC4	UP000010795	717605	3802
Halothiobacillus neapolitanus c2	UP000009102	555778	2353
Uliginosibacterium sp. TH139	UP000234247	2067453	3798
Rhodobiaceae bacterium	UP000253117	2026785	3729
Candidatus Tokpelaia sp. JSC188	UP000252697	2079009	1066
Isosphaera pallida ATCC 43644	UP000008631	575540	3721
Granulicella mallensis MP5ACTX8	UP000007113	682795	4804
Mariprofundus ferrinatatus	UP000231637	1921087	2236
Mesorhizobium alhagi CCNWXJ12-2	UP000003250	1107882	7195
Friedmanniella luteola	UP000199092	546871	4260
Helicobacter didelphidarum	UP000256379	2040648	2279
Flavobacteriales bacterium	UP000293179	2021391	4745
Streptomyces radiopugnans	UP000199055	403935	5419
Caldanaerobacter subterraneus subsp. pacificus DSM 12653	UP000010146	391606	2477
Brevibacterium luteolum	UP000235703	199591	2715
Lactococcus lactis subsp. cremoris TIFN6	UP000015854	1234876	2310
Robiginitalea myxolifaciens	UP000199534	400055	2844
Blautia argi	UP000250003	1912897	2737
Arsukibacterium sp. MJ3	UP000034895	1632859	3329
Anaerococcus octavius	UP000234335	54007	1795
Clostridium sp. CAG:793	UP000018310	1262840	1163
Evansella caseinilytica	UP000198935	1503961	5197
Nitriliruptoraceae bacterium ZYF776	UP000460165	2604685	5539
Massilia psychrophila	UP000228593	1603353	4079
Xenorhabdus cabanillasii	UP000256294	351673	3425
Virgibacillus massiliensis	UP000028875	1462526	4389
Pseudomonas oryzae	UP000243359	1392877	4103
Amnimonas aquatica	UP000243900	2094561	1914
Pararhizobium antarcticum	UP000182661	1798805	4832
Halomonas sp. JB37	UP000217454	2024405	3369
Chitinophaga caeni	UP000220133	2029983	4319
Stenomitos frigidus ULC18	UP000239576	2107698	5916
Piscirickettsia salmonis	UP000029541	1238	2947
bacterium YEK0313	UP000236625	1522316	6563
Salibacterium qingdaonense	UP000199668	266892	3532
Streptomyces sp. CNQ-509	UP000034283	444103	6367
Pseudoruegeria lutimaris	UP000199382	571298	5650
Legionella clemsonensis	UP000201728	1867846	2917
